baseline_id,stage,candidate_id,gaussian_k,gaussian_sigma,median_k,canny_t1,canny_t2,sobel_k,threshold,erode_r,dilate_r,cc_area,cc_aspect,mean_f1,std_f1,min_f1,max_f1,mean_precision,mean_recall,invalid_images,elapsed_sec,stage_winner,final_winner
B2,stage1_detector,274,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0311579633,0.0397433498,0.0000000000,0.1511950350,0.2574382012,0.0222962186,0,0.0407768000,0,0
B2,stage1_detector,275,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0503852076,0.0715531898,0.0000000000,0.2571481734,0.2426264488,0.0506312720,0,0.0431577000,0,0
B2,stage1_detector,276,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0665780063,0.1003951279,0.0002330097,0.3336475024,0.2158028449,0.0809935066,0,0.0442169000,0,0
B2,stage1_detector,277,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0836607026,0.1264027440,0.0005145160,0.3967521272,0.1864805594,0.1355887054,0,0.0462862000,0,0
B2,stage1_detector,278,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1016945956,0.1541355641,0.0011457460,0.4703023233,0.1448538097,0.2576194562,0,0.0494580000,0,0
B2,stage1_detector,279,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1031254883,0.1577708918,0.0020809545,0.4694151033,0.1065230426,0.3820837275,0,0.0494960000,0,0
B2,stage1_detector,280,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0898267574,0.1327612949,0.0038498556,0.4079846727,0.0658415275,0.5747974341,0,0.0545202000,0,0
B2,stage1_detector,281,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0806022786,0.1116786581,0.0083328698,0.3558553898,0.0524238499,0.6686886246,0,0.0550478000,0,0
B2,stage1_detector,282,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0399803000,0,0
B2,stage1_detector,283,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0363772000,0,0
B2,stage1_detector,284,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0392916000,0,0
B2,stage1_detector,285,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0378689000,0,0
B2,stage1_detector,286,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0379911000,0,0
B2,stage1_detector,287,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000246488,0.0001074414,0.0000000000,0.0004929751,0.0500000000,0.0000123274,0,0.0369488000,0,0
B2,stage1_detector,288,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0006701636,0.0012755649,0.0000000000,0.0051333238,0.2464285714,0.0003356598,0,0.0401987000,0,0
B2,stage1_detector,289,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0042678704,0.0063678676,0.0000000000,0.0216361451,0.3080484280,0.0021604428,0,0.0390303000,0,0
B2,stage1_detector,290,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0129435271,0.0171616956,0.0000000000,0.0520746310,0.2567693149,0.0069025589,0,0.0418320000,0,0
B2,stage1_detector,291,5.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0176774047,0.0229938907,0.0000000000,0.0715418016,0.2406727542,0.0101120369,0,0.0418193000,0,0
B2,stage1_detector,292,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0328446253,0.0445623371,0.0000000000,0.1731584785,0.2551339985,0.0263714421,0,0.0422344000,0,0
B2,stage1_detector,293,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0663538783,0.1011884699,0.0003375265,0.3319008654,0.2156245935,0.0921057220,0,0.0476103000,0,0
B2,stage1_detector,294,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1013482935,0.1545451583,0.0014121356,0.4634214186,0.1355102625,0.2968504438,0,0.0501476000,0,0
B2,stage1_detector,295,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0926799622,0.1411841164,0.0028880705,0.4314391794,0.0773613793,0.4723752735,0,0.0524350000,0,0
B2,stage1_detector,296,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0608513618,0.0896944031,0.0102622519,0.3245338477,0.0377643968,0.6621823216,0,0.0550897000,0,0
B2,stage1_detector,297,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0606874518,0.0698098541,0.0108681485,0.2328166896,0.0338691743,0.8089529325,0,0.0530876000,0,0
B2,stage1_detector,298,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0528326951,0.0486929456,0.0108681485,0.1625551591,0.0279375130,0.9472026482,0,0.0579010000,0,0
B2,stage1_detector,299,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0517324117,0.0454332507,0.0108681485,0.1492579951,0.0271559296,0.9873303148,0,0.0614826000,0,0
B2,stage1_detector,300,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518428213,0.0453826255,0.0108681485,0.1481429137,0.0271805308,1.0000000000,0,0.0551650000,0,0
B2,stage1_detector,301,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518428213,0.0453826255,0.0108681485,0.1481429137,0.0271805308,1.0000000000,0,0.0559647000,0,0
B2,stage1_detector,302,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0004695436,0.0009480264,0.0000000000,0.0026263953,0.2000000000,0.0002350519,0,0.0400439000,0,0
B2,stage1_detector,303,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0116374199,0.0156745574,0.0000000000,0.0477057538,0.2502775384,0.0062319636,0,0.0393687000,0,0
B2,stage1_detector,304,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0342511977,0.0474589921,0.0000000000,0.1823846304,0.2511427899,0.0285658538,0,0.0433901000,0,0
B2,stage1_detector,305,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0562446247,0.0820493178,0.0003690264,0.2801171732,0.2350598686,0.0689594057,0,0.0435392000,0,0
B2,stage1_detector,306,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0739116280,0.1115299418,0.0004126588,0.3556918803,0.2127010365,0.1145965312,0,0.0464308000,0,0
B2,stage1_detector,307,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0901209397,0.1364982118,0.0007931707,0.4152736983,0.1703484970,0.1897234423,0,0.0493532000,0,0
B2,stage1_detector,308,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1024644605,0.1562484410,0.0019706730,0.4606106935,0.1199987112,0.3520008610,0,0.0533195000,0,0
B2,stage1_detector,309,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0940778634,0.1425176254,0.0030077691,0.4277774308,0.0783106459,0.4848323479,0,0.0522587000,0,0
B2,stage1_detector,310,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0744975598,0.1009819608,0.0103832739,0.3334474235,0.0466576398,0.6944252908,0,0.0544753000,0,0
B2,stage1_detector,311,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0661793398,0.0823288583,0.0108183983,0.2721634337,0.0384797616,0.7594359704,0,0.0562862000,0,0
B2,stage1_detector,312,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0370788000,0,0
B2,stage1_detector,313,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0372116000,0,0
B2,stage1_detector,314,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000246488,0.0001074414,0.0000000000,0.0004929751,0.0500000000,0.0000123274,0,0.0388364000,0,0
B2,stage1_detector,315,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000246488,0.0001074414,0.0000000000,0.0004929751,0.0500000000,0.0000123274,0,0.0344187000,0,0
B2,stage1_detector,316,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000246488,0.0001074414,0.0000000000,0.0004929751,0.0500000000,0.0000123274,0,0.0368823000,0,0
B2,stage1_detector,317,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0001805026,0.0004370820,0.0000000000,0.0014813247,0.1500000000,0.0000903073,0,0.0393213000,0,0
B2,stage1_detector,318,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0020332294,0.0040250894,0.0000000000,0.0148486579,0.2483078231,0.0010227863,0,0.0396814000,0,0
B2,stage1_detector,319,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0058645736,0.0095630884,0.0000000000,0.0344504774,0.2745232466,0.0030022749,0,0.0397466000,0,0
B2,stage1_detector,320,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0153544247,0.0207413670,0.0000000000,0.0613013699,0.2390067328,0.0086809626,0,0.0408572000,0,0
B2,stage1_detector,321,5.0000000000,1.5000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0197371495,0.0245768009,0.0000000000,0.0859214667,0.3236491234,0.0122106490,0,0.0407349000,0,0
B2,stage1_detector,322,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0336237340,0.0464880204,0.0000000000,0.1827859276,0.2746279119,0.0287113046,0,0.0439788000,0,0
B2,stage1_detector,323,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0688034301,0.1042621439,0.0003275500,0.3386491557,0.2175975833,0.1052339291,0,0.0488659000,0,0
B2,stage1_detector,324,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1022497313,0.1557364345,0.0019091560,0.4539290682,0.1261552437,0.3415724075,0,0.0509663000,0,0
B2,stage1_detector,325,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0882862044,0.1318539385,0.0030679519,0.4076161202,0.0676778673,0.5248438614,0,0.0530111000,0,0
B2,stage1_detector,326,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0679327972,0.0870883163,0.0107988329,0.2946873801,0.0404116837,0.7368360851,0,0.0528284000,0,0
B2,stage1_detector,327,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0573954527,0.0630044067,0.0108681485,0.2122626945,0.0314642852,0.8342630679,0,0.0547687000,0,0
B2,stage1_detector,328,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0522448749,0.0469140004,0.0108681485,0.1550948541,0.0275165543,0.9670254003,0,0.0552834000,0,0
B2,stage1_detector,329,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0517036251,0.0452647147,0.0108681485,0.1483268505,0.0271195411,0.9937334085,0,0.0564993000,0,0
B2,stage1_detector,330,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518428213,0.0453826255,0.0108681485,0.1481429137,0.0271805308,1.0000000000,0,0.0572467000,0,0
B2,stage1_detector,331,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518428213,0.0453826255,0.0108681485,0.1481429137,0.0271805308,1.0000000000,0,0.0584911000,0,0
B2,stage1_detector,332,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0005420786,0.0012928751,0.0000000000,0.0053660406,0.2000000000,0.0002715318,0,0.0406055000,0,0
B2,stage1_detector,333,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0127549508,0.0177785014,0.0000000000,0.0587293113,0.2398815689,0.0069437070,0,0.0382246000,0,0
B2,stage1_detector,334,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0355770171,0.0490786025,0.0000000000,0.1893743537,0.2822451002,0.0314711193,0,0.0421204000,0,0
B2,stage1_detector,335,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0559211862,0.0842466094,0.0001898314,0.2870167761,0.2260381921,0.0741206396,0,0.0462828000,0,0
B2,stage1_detector,336,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0766032390,0.1153816783,0.0005433843,0.3645416047,0.2059543497,0.1310598369,0,0.0478575000,0,0
B2,stage1_detector,337,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0930439329,0.1409792285,0.0010794235,0.4221309344,0.1657709611,0.2092358765,0,0.0493282000,0,0
B2,stage1_detector,338,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1008056738,0.1538293522,0.0026902383,0.4532980915,0.1077569070,0.3995762485,0,0.0535228000,0,0
B2,stage1_detector,339,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0877410321,0.1313039757,0.0029564652,0.4124743252,0.0674880912,0.5336672404,0,0.0527919000,0,0
B2,stage1_detector,340,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0706546547,0.0928957885,0.0108385596,0.2942567948,0.0425755642,0.7266739921,0,0.0546493000,0,0
B2,stage1_detector,341,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0615816810,0.0732003864,0.0108383423,0.2445015984,0.0348059852,0.7879169398,0,0.0524182000,0,0
B2,stage1_detector,342,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0379518000,0,0
B2,stage1_detector,343,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0367934000,0,0
B2,stage1_detector,344,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0394919000,0,0
B2,stage1_detector,345,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0.0387435000,0,0
B2,stage1_detector,346,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0000492854,0.0002148299,0.0000000000,0.0009857072,0.0500000000,0.0000246548,0,0.0398327000,0,0
B2,stage1_detector,347,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0002966889,0.0007721277,0.0000000000,0.0030698388,0.1500000000,0.0001485157,0,0.0405799000,0,0
B2,stage1_detector,348,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0028319500,0.0043909778,0.0000000000,0.0152409983,0.2907200574,0.0014285547,0,0.0390481000,0,0
B2,stage1_detector,349,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0073664755,0.0112390691,0.0000000000,0.0411263431,0.2205711052,0.0038289281,0,0.0419091000,0,0
B2,stage1_detector,350,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0165208146,0.0215849302,0.0000000000,0.0699455060,0.2244491235,0.0096999434,0,0.0393406000,0,0
B2,stage1_detector,351,5.0000000000,2.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,5.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0196871688,0.0261743954,0.0000000000,0.0958214237,0.2101960189,0.0126980625,0,0.0390053000,0,0
B2,stage1_detector,352,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0298855460,0.0380023419,0.0000000000,0.1432265765,0.2594151332,0.0210064778,0,0.0438045000,0,0
B2,stage1_detector,353,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0602115870,0.0886738488,0.0000000000,0.3026695527,0.2227723928,0.0674838329,0,0.0439769000,0,0
B2,stage1_detector,354,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0976904086,0.1483856420,0.0009505642,0.4563977180,0.1558689488,0.2150108057,0,0.0519560000,0,0
B2,stage1_detector,355,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.1005629416,0.1566690373,0.0025028197,0.4697289274,0.1041068195,0.3585914888,0,0.0525834000,0,0
B2,stage1_detector,356,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0893696151,0.1294078399,0.0055813953,0.4030760669,0.0640854404,0.6009214220,0,0.0516470000,0,0
B2,stage1_detector,357,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,60.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0719558948,0.0925762201,0.0098218652,0.3020492784,0.0431581045,0.7371444276,0,0.0543887000,0,0
B2,stage1_detector,358,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,90.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0563456323,0.0569944260,0.0108681485,0.1934066624,0.0303413128,0.8935326701,0,0.0582214000,0,0
B2,stage1_detector,359,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,120.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0526748748,0.0479476380,0.0108681485,0.1594241864,0.0277965613,0.9584553827,0,0.0570165000,0,0
B2,stage1_detector,360,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,160.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518371875,0.0453717737,0.0108681485,0.1481603696,0.0271780720,0.9998173539,0,0.0564036000,0,0
B2,stage1_detector,361,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,1.0000000000,200.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0518430726,0.0453829840,0.0108681485,0.1481429137,0.0271806724,1.0000000000,0,0.0566279000,0,0
B2,stage1_detector,362,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,5.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0002386584,0.0006115818,0.0000000000,0.0022376371,0.1500000000,0.0001194371,0,0.0390512000,0,0
B2,stage1_detector,363,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,10.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0067852253,0.0091451636,0.0000000000,0.0326255098,0.2868281467,0.0034745387,0,0.0402792000,0,0
B2,stage1_detector,364,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,20.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0319587705,0.0410988110,0.0000000000,0.1554677207,0.2539269181,0.0231817256,0,0.0401715000,0,0
B2,stage1_detector,365,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,30.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0519843240,0.0737402781,0.0000000000,0.2650899236,0.2449854857,0.0523109127,0,0.0439192000,0,0
B2,stage1_detector,366,7.0000000000,1.0000000000,-1.0000000000,-1.0000000000,-1.0000000000,3.0000000000,45.0000000000,-1.0000000000,1.0000000000,5.0000000000,3.0000000000,0.0673226061,0.1011124161,0.0002463184,0.3369175627,0.2142100236,0.0851627208,0,0.0454851000,0,0
